,number,content,content
index:,579,"מי שיבוא מפולין לבריסק ולשאר ראשי הקהלר היושבי' על הספר, רשות לפשר עמו ליתן לו עד שלשים זהו׳ שלאיםע לליטא, ויהי׳ נכתב בפנקס ...","מי שיבוא מפולין לבריסק ולשאר ראשי הקהלר היושבי' על הספר, רשות לפשר עמו ליתן לו עד שלשים זהו׳ שלאיםע לליטא, ויהי׳ נכתב בפנקס של ראש מדינה, וכנזכר כהוצא' םימקש ובשאר הוצאו' מדינה. "
index:,580,כל חברה וחברה 'חבורה וחבורה) שבקהלות יהי׳ מי שיהי' יעשו החבורה ההוא ש נ י גבאים מהחבורה ושני גבאים יעשו הקהל למי שירצו הן ...,"כל חברה וחברה 'חבורה וחבורה) שבקהלות יהי׳ מי שיהי' יעשו החבורה ההוא ש נ י גבאים מהחבורה ושני גבאים יעשו הקהל למי שירצו הן מחברה הן חוץ לחברה, חוץ מחבורת קברנים יקום כמקדם. "
index:,581,"אלמן [או בחור] שנשא אשה ולא דר עמה שלשה שנים בקהלה שמתה או נתגרשה אין לו ח ז ק ת י ש ו ב, וכן בחור שנשא אשה וגירש [וגרשרי] ...","אלמן [או בחור] שנשא אשה ולא דר עמה שלשה שנים בקהלה שמתה או נתגרשה אין לו ח ז ק ת י ש ו ב, וכן בחור שנשא אשה וגירש [וגרשרי] דינו (כנ'ל שאין לו חזקת ישוב כנ'ל). "
index:,582,"כבר מבואר בפנקס: כ ל שמש מ ח ו י ב ל י ת ן כתוב [וחתום] התראות ב י ן י ח י ד ו ה ק ה ל וכן הצעת דבריהם [דברים], ועתה באנו ...","כבר מבואר בפנקס: כ ל שמש מ ח ו י ב ל י ת ן כתוב [וחתום] התראות ב י ן י ח י ד ו ה ק ה ל וכן הצעת דבריהם [דברים], ועתה באנו להוסיף עוד: איזה שמש שלא יתן כתוב וחתום כנ'ל תוך חמשה ימים, השמש ההוא מוחרם ומנודה ומפרש (ומופרש) מכל ק'י מלבד עונש הקדום; והמעכב ע'י (על ידו) ענש יענש מפי המדינה כמי שעובר [על החרם], "
index:,583,חזנים ושמשים מחויבים לכתוב תשובה על גוף הזמנה והתראה. שלא (כשלא) היתה תשובה יכתבו על גוף הזמנה והתראה שלא היתה שום תשובה. ...,חזנים ושמשים מחויבים לכתוב תשובה על גוף הזמנה והתראה. שלא (כשלא) היתה תשובה יכתבו על גוף הזמנה והתראה שלא היתה שום תשובה. זולת זה אין ליתן שום כתב על הזמנה והתראה. 
index:,584,"איןבידשוםקהלה וגליל וישוב לדחות השמש משירות שלו, עד שיבאלפניראשב'ד וליתן טעם ואמתלא׳ מאיזה טעם המה דוחים [אותו] להשמש או נל]...","איןבידשוםקהלה וגליל וישוב לדחות השמש משירות שלו, עד שיבאלפניראשב'ד וליתן טעם ואמתלא׳ מאיזה טעם המה דוחים [אותו] להשמש או נל]הש״^ וכפי רצון ראש ב''ד כן יקום• "
index:,585,"מישהמיר דת נפשו[דתוונפשו] מבני ישראל, באם יהי' נראה בעיני ראש ב'ד או הקהל יצ""ו להצילו הרשות בידם, ויהי׳ בשותפות המדינה לפי ...","מישהמיר דת נפשו[דתוונפשו] מבני ישראל, באם יהי' נראה בעיני ראש ב'ד או הקהל יצ""ו להצילו הרשות בידם, ויהי׳ בשותפות המדינה לפי התיקונים; אכן הוצאה שאחר חכפירה מהיום והלאה יהי׳ על הקהל ההוא ואין להם שיתוף בהמדינה כלל [עם כלל המדינה] בזה. "
index:,586,תיקון בדבר ה ג ו ג ב י [ג ו נ ב י] י ל ד י ם יקום כמבואר בפנקם. ...,תיקון בדבר ה ג ו ג ב י [ג ו נ ב י] י ל ד י ם יקום כמבואר בפנקם. 
index:,587,"לכל ע''ש מחויב הקהלה ההיא עם הסביבות ל י ת ן ה ק ד מ ה מאה שאק לי', והמותר על המדינה כפי התיקוני׳ הקודמי'; ואיזו ישוב בגליל ...","לכל ע''ש מחויב הקהלה ההיא עם הסביבות ל י ת ן ה ק ד מ ה מאה שאק לי', והמותר על המדינה כפי התיקוני׳ הקודמי'; ואיזו ישוב בגליל שאין להם שיתוף אזי ראש ב'ד שלהם יעשו להם שיתוף כפי ראות עיני ראש ב'ד שלהם. "
index:,588,[ל כ ל] ע״ש שעלה (שיעלה)הוצאהיותרמאלףזהו׳ ויהי' עת וזמן להודיע לראשי הקהלו׳ (יודיע להקהלות) כפי סדר הקהלו׳ כמבואר בפנקס ...,"[ל כ ל] ע״ש שעלה (שיעלה)הוצאהיותרמאלףזהו׳ ויהי' עת וזמן להודיע לראשי הקהלו׳ (יודיע להקהלות) כפי סדר הקהלו׳ כמבואר בפנקס המדינה, וקהילה ההיא מחויב לכתוב תשובה הן או לאו, ואח'כ לקהלה שלישית, וכפי רוב הקהלות כן יקום. "
index:,589,ל ה ו צ א ו' ע'ש ח'ו ש י ע לה יו ת ר מ א ל ף ו ת'ק ז ה ו׳ יהי' דוקא ע'פ הםכמות כל ג׳ קהלו׳ כנ״^ ומחויבים לכתוב הן או לאו. ...,ל ה ו צ א ו' ע'ש ח'ו ש י ע לה יו ת ר מ א ל ף ו ת'ק ז ה ו׳ יהי' דוקא ע'פ הםכמות כל ג׳ קהלו׳ כנ״^ ומחויבים לכתוב הן או לאו. 
index:,590,"ואיןביד שוםקהלה לשנות בכתביםשלהםשוםעניןבעםק ע'ש ה ה ו א, רק יכתבו דבריהם כהויתן בלתי שום שינוי בעולם, וגם הרב שבאותו הקהלה ...","ואיןביד שוםקהלה לשנות בכתביםשלהםשוםעניןבעםק ע'ש ה ה ו א, רק יכתבו דבריהם כהויתן בלתי שום שינוי בעולם, וגם הרב שבאותו הקהלה יבא ג'כ על החתום על כתב ההוא. "
index:,591,"ע'ד התיקון אשר נעשה ונגמר בוועד ^ק חאמסק ת^ך [תכ״^ ל׳ בדבר הנהגו' קבלות והוצאו׳ [קבלת הוצאת] עםק ^ש וסימקש ונולדות, עתה ...","ע'ד התיקון אשר נעשה ונגמר בוועד ^ק חאמסק ת^ך [תכ״^ ל׳ בדבר הנהגו' קבלות והוצאו׳ [קבלת הוצאת] עםק ^ש וסימקש ונולדות, עתה נתננו [נתנו] תוקף וחיזק לתיק[ו]ן ההוא נוסף על זה, שא׳ יכול לעכב שלא לקבל בחשבון אפי' פרוטה א׳ מי שלא נהג כנ''ל. ואיזה מנהיג שירצה שיהי׳ שותף נחשב לשותפו' המדינה ונתקבל ומי [למי] (ממי) שלא נהג כנ״^ אזי הוא עובר על לא תגזול וגוזל את הרבים [ו]הוא ענוש יענוש מפי הרבני׳ בכל חומרי עונשים. "
index:,592,תקנה [תקנות] ה^ל ושאר ת ק נ ו ת ה צ ר י כ י ם לה כ ר י ז ב ב ררכ מחוייבי׳ להכריז בבדרכ בכל רביעית שנה וגם בכל ירידי׳ ק'ק ...,תקנה [תקנות] ה^ל ושאר ת ק נ ו ת ה צ ר י כ י ם לה כ ר י ז ב ב ררכ מחוייבי׳ להכריז בבדרכ בכל רביעית שנה וגם בכל ירידי׳ ק'ק קאפולי' וירידי סטאלוויטש. 
index:,593,"הוצאו' סימקש דראשי [בראשי] הקהלות, מאחר שיש שם ת'ל קיבץ גדול ופריצים נותני׳ עיניהם בממון ישראל, ע'כ עלתה הסכמה: עד מאה ...","הוצאו' סימקש דראשי [בראשי] הקהלות, מאחר שיש שם ת'ל קיבץ גדול ופריצים נותני׳ עיניהם בממון ישראל, ע'כ עלתה הסכמה: עד מאה וחמשים זהו' יתקבל במדינה ואף זה ע''פ חרם. ובישובי' עד שלשים שאק לי' ע''פ חרם. וכל קהלה וישוב מחויבי' להוציא ולה[ש]תדל לטובת המדינה שלאיעלה שום דבר חשש וסכנה באונסטרוקצייע [באינסטרוקצייא]. "
index:,594,"אין לשום בורר ליקח לו שום התמנות מה שלא הי׳ לו מקדם. וכן בורר אחר אין ליתן לו שום התמנות, רק מי שהי' גבאי רשות לעשות לו (...","אין לשום בורר ליקח לו שום התמנות מה שלא הי׳ לו מקדם. וכן בורר אחר אין ליתן לו שום התמנות, רק מי שהי' גבאי רשות לעשות לו (אותו) [ל]עיקר קהל; ומי שהי' שתי שנים עיקר קהל רשות לעשות ל ט ו ב י ק ה ל ז ומי שהי׳ ג׳ שנים טובי קהל רשות לעשות ר א ש מ ד י נ ה או ר א ש ה ק ה ל. . "
index:,595,"קושרי ק ש ר י ם ו ע ו ש י ם קנוניות נגד הקהל אונגד מעשה הקהל, ובכללם הולכי רכיל הן בראשי הקהלו׳ הן בשאר קהלו׳ וישובים, עד ...","קושרי ק ש ר י ם ו ע ו ש י ם קנוניות נגד הקהל אונגד מעשה הקהל, ובכללם הולכי רכיל הן בראשי הקהלו׳ הן בשאר קהלו׳ וישובים, עד אשר נתרשלו ידם (תש כח) של הקתל, וגורמים בזה היזק לכלל המדינה וחששות גדולי׳ מכח מעשיהם שעשו, - בכן עליהם יחול ורכות [ו]שמתות ונידוי׳ המבואר בפנקם [המדינה] הקדום, עד שיבקשו מן קהל ורב שיתירו להם חרמות ונידוי' הנ'ל; וכדאי וראוי שהמנהיגים והרב ואכ''ד בבואם [כשיבאו] לביתם מוועד דהאידנ' המה יעשו משפס חרוץ על.הא:שיש שןברו על חרם הקרמונים יהי' מי שיהי'. "
index:,596,כל קהלה וישוב מחוייבים לעמוד בפרץ ו ל מ ח ו ת על האנשים הבאים ממדינו׳ אחרים אשר לא ממדינו׳ ליטא לקנו׳ או למכור עם ערלים ש ל ...,כל קהלה וישוב מחוייבים לעמוד בפרץ ו ל מ ח ו ת על האנשים הבאים ממדינו׳ אחרים אשר לא ממדינו׳ ליטא לקנו׳ או למכור עם ערלים ש ל א ב י ר י ד י ם; ומי שהוא ממדינו' ליטא יקום לפי הפנקס ופסקים הקודמים; ועובר לזה [ע'ז] ענוש יענש מפי הקהל ומהמדינה כפי עובר על פנקס וחרם. 
index:,597,תושבי ק' ט י ק ט י ן יתנהגו כפי הפםקים שבפנקם [שבידם]. ...,תושבי ק' ט י ק ט י ן יתנהגו כפי הפםקים שבפנקם [שבידם]. 
index:,598,"ע'ד םכום ברייא הייזר ומלטש הייזר ושאר דברים הנזכרים בוועד חאמסק, אזי כל קהלה וקהלה יעשו תקנה כמה ליתן ובאיך ובמה יהי' [ואיך ...","ע'ד םכום ברייא הייזר ומלטש הייזר ושאר דברים הנזכרים בוועד חאמסק, אזי כל קהלה וקהלה יעשו תקנה כמה ליתן ובאיך ובמה יהי' [ואיך ומה יהי׳]. "
index:,599,"מאחר שבכל קהלה וקהלה יש קראבקי [קאראבקיש] (קאראבקי), ע'כ אין לגבות שום גבי' ע'פ גלגול רק למה שמבואר כש'ע (בשרע) ולמה שמבואר ...","מאחר שבכל קהלה וקהלה יש קראבקי [קאראבקיש] (קאראבקי), ע'כ אין לגבות שום גבי' ע'פ גלגול רק למה שמבואר כש'ע (בשרע) ולמה שמבואר בפנקס המדינה. ומי שיש בידו פסק בזה עד הנה אזי בעלי תקנו׳ בצירף הרב המ'[ץ] יפקחו לעשות לטובת הענין [העניי׳] להקל ולא להחמיר. ועכ'ם כפי סך הקראבקי יגבו סכומות. בכל קהלה יפרשו (מחויבים להפריש) איזה םך מסוי׳ מהקראבקי להחזיק ידי לומדי תורה לאותן שלא משו מתוך האהל, וממש שבכל קהלה וקהלה מחויבים לראות להקל עליהם ביותר בעניני מםים. "
index:,600,"ע'ד תיקוני׳ ב ע נ י נ י ח ז ק ו ת נגד יושבי ישובים וקהלות המבואר בפנקם בכמה אופני׳ ופעמים סותרים דבריהם, ובבר מבואר בפנקס ...","ע'ד תיקוני׳ ב ע נ י נ י ח ז ק ו ת נגד יושבי ישובים וקהלות המבואר בפנקם בכמה אופני׳ ופעמים סותרים דבריהם, ובבר מבואר בפנקס שראש ב״ד המה יעשו פירוש וידונו לפי ראוח עיניהם ולפי עת וזמן. עתה באנו לפרש, שכל המבואר בפנקס הוא למי שזוכה (שזכה) איזה זכות וחזקה מן ההפקרז אכן מי שקנה הוא או מורישו איזה חזקה אזי אין לשנות ולגרוע כח [כחו] כלל מכח התקנה. [אם יהי'] מםפר ט'ו בעלי בתים עד שיהי׳ יותר עשרים או שלשים ב'ב פורעי מם הנרשם (והנרשמים) בריםטר םכום דוקא - לפי ראות עיני ראש ב״דז ואף שיהי׳ יותר כנ'ל עכ'פ אין לדחותו מכל המחי' שענק כמבואר שם, רק ליתן לו ולבניו החצי׳ לזמור זמורם [לזמני זמנים] (לשני זמנים) ואח'כ לעיין עוד כדת מה לעשות שלא להזיק אותו בממונו שנתן עבור מחי׳. והכל יהי לפי ראות עיני ראש ב'ד. "
