עמודה1,Pub. Date,כותר,מחבר,Title,Author,מקום דפוס,שנת דפוס,Pub. Place,עמודה2
411,1571,שיר המעלות לדוד,"דוד בן מנשה, דרשן",Shir haMalos leDovid,Dovid ben Menashe miKarkow,קרקוב,שלא,Cracow,
6954,1571,ספר האגודה,"אלכסנדר זוסלין, הכהן",ha-Agudah,"Alexander Suslin,",קרקוב,שלא,Cracow,
11376,1571,ספר האגודה,"אלכסנדר זוסלין, הכהן",Sefer Haagudah,Alexander Zuslin haCohen,קרקוב,שלא,Cracow,
36143,1569,ילקוט,,,,קרקוב,שכט,,
51157,1535,אזהרת נשים,"כהן, דוד",,,קרקוב,5295,,
56443,1891,משפטים ישרים,"ברדוגו, רפאל בן מרדכי",,,קרקא,5651,,
35282,1556,תולדות אדם,"גלנה, משה בן אליהו",,,קרמניא,שטז,,
37642,1566,אמרי נועם,"דילישקש, יעקב",,,קרמונה,שכו,,
45597,1566,מגלת ספר,,,,קרמונה,שכו,,
37465,1559,חזקוני,"חזקיה בן מנוח, 1250-1310",,,קרמונה,שיט,,
6756,1777,אורים ותומים - חלק ב,"איבשיץ, יהונתן בן נתן נטע, 1690-1764",Urim veTeumim Vol 2,Yehonasan Eishbitz,קרלסרוה,תקלז,Karlsruhe,
6755,1775,אורים ותומים - חלק א,"איבשיץ, יהונתן בן נתן נטע, 1690-1764",Urim veTerumim Vol 1,Yehonasan Eishbitz,קרלסרוה,תקלה,Karlsruhe,
619,1765,אור נעלם,"אטהויזן, יצחק זקיל בן מנחם",Ohr Nelam,Itzhak Zikil Ben Menachem,קרלסרוה,תקכה,Karlsruhe,
7146,1765,אור לו בציון,"אטהויזן, יצחק זקיל בן מנחם",Ohr lo beTzion,Yitzhak Dakil,קרלסרוה,תקכה,Karlsruhe,
42516,1757,פרי חדש,"סילבה, חזקיה בן דוד די, 1656-1695",,,קרלסרוא,תקיז,,
42517,1757,פרי חדש,"סילבה, חזקיה בן דוד די, 1656-1695",,,קרלסרוא,תקיז,,
35421,1565,וזאת תורת הבית,"אדרת, שלמה בן אברהם אבן (רשב""א)",,,קרימוני,שכה,,
13079,1654,תשבץ,שמשון בן צדוק,,,קרימונה,תיד,,
9030,1576,יוסף לקח,"אשכנזי, אליעזר בן אליהו, הרופא, 1513-1586",Yosef Lekach,Ashkenazi Eliezer bar Eliyahu haRofe,קרימונה,שלו,?,
37510,1576,פירוש מגלת אסתר - יוסף לקח,"אשכנזי, אליעזר בן אליהו, הרופא, 1513-1586",,,קרימונה,שלו,,
9228,1566,תורת הבית הקצר,"אדרת, שלמה בן אברהם אבן (רשב""א), 1235-1310",Toras baBais Hakatzer,"ben Aderes,Shlomo bar Avraham (Rashba)",קרימונה,שכו,,
18360,1566,מגלת ספר,,,,קרימונה,שכו,,
35625,1566,"פירוש מהרי""ל","מולן, יעקב בן משה, הלוי, -1427",,,קרימונה,שכו,,
8974,1565,תניא,"יחיאל בן יקותיאל, הרופא",Tanya,Yehiel bar Yekuseil,קרימונה,שכה,,
35363,1565,תניא,"יחיאל בן יקותיאל, הרופא",,,קרימונה,שכה,,
18484,1561,תהלים,"קמחי, דוד (רד""ק)",,,קרימונה,שכא,,
45657,1561,"תהלים עם פירוש רד""ק","קמחי, דוד בן יוסף (רד''ק)",,,קרימונה,שכא,,
35430,1560,ספר ציוני,"ציוני, מנחם בן מאיר",,,קרימונה,שכ,,
37333,1560,זוהר על התורה,,,,קרימונה,שכ,,
38076,1560,ספר ציוני,"ציוני, מנחם בן מאיר",,,קרימונה,שכ,,
35483,1559,פירוש חזקוני על התורה,"חזקיה בן מנוח, 1250-1310",,,קרימונה,שיט,,
38427,1559,הזהר על התורה,,,,קרימונה,שיט,,
38804,1559,הזהר על התורה,,,,קרימונה,שיט,,
9044,1558,ספר כריתות,"שמשון בן יצחק, מקינון",Krisus,Shimshon bar Yitzhak Makinon,קרימונה,שיח,,
9062,1558,מבחר הפנינים,"אבן גבירול, שלמה בן יהודה, 1021-1058",Mivchar HaP'ninim,Yediah haPenimi bar Avraham HaVadrashi,קרימונה,שיח,,
9253,1558,אבן בחן,"קלונימוס בן קלונימוס, 1286-1328",Even Bochen,Klonimus bar Klonimus,קרימונה,שיח,?,
8078,1557,זבח פסח - הגדה של פסח,"אברבנאל, יצחק בן יהודה, 1437-1508","Zevach Pesach Pirush B'Hagadas haPesach.Chibro: Abarbanel, Don Yitzhak",,קרימונה,שיז,,
8931,1557,"שאלות ותשובות מהרי""ק","קולון, יוסף בן שלמה",Shaalos veTeshuvos,"Kolon, Yosef",קרימונה,שיז,,
8941,1557,"שאלות ותשובות רבינו נסים מגירונדי - הר""ן","נסים בן ראובן, גרונדי",Shaalos veTeshuvos,Nissim ben Reuven Gerondi haRan,קרימונה,שיז,?,
8976,1557,אור עינים,"פניאל, שלמה בן אברהם",Ohr Einayim,Shlomo bar Avraham Peniel,קרימונה,שיז,?,
9060,1557,מאמר השכל,,Maamar Haseichel,,קרימונה,שיז,,
9186,1557,"שאלות ותשובות מהר""ם בן ברוך מרוטנבורג - קרימונה","מאיר בן ברוך, מרוטנבורג, -1293",Shaalos veTeshuvos,Meir bar Boruch Maharam M'Rottenberg,קרימונה,שיז,,
35348,1557,זבח פסח,"אברבנאל, יצחק בן יהודה, 1437-1508",,,קרימונה,שיז,,
35367,1557,"שאלות ותשובות רבינו נסים מגירונדי - הר""ן","נסים בן ראובן, גרונדי",,,קרימונה,שיז,,
37358,1557,ספר הרוקח,"אלעזר בן יהודה, מגרמיזה",,,קרימונה,שיז,,
37606,1557,ראש אמנה,"אברבנאל, יצחק בן יהודה",,,קרימונה,שיז,,
37906,1557,מאמר השכל,,,,קרימונה,שיז,,
38444,1557,אור עינים,"פניאל, שלמה בן אברהם",,,קרימונה,שיז,,
8916,1556,עמודי גולה,"יצחק ב""ר יוסף מקורביל",Amudei Golah,Yitzhak bar Yosef MiKorvil,קרימונה,שטז,,
9183,1556,"שאלות ותשובות הרב יעקב סג""ל - מהרי""ל","מולן, יעקב בן משה, הלוי, -1427",Shaalos veTeshuvos,Segal Yaakov,קרימונה,שטז,?,
35494,1556,מעלות המדות,"יחיאל בן יקותיאל, הרופא",,,קרימונה,שטז,,
35599,1556,"שאלות ותשובות מהרי""ק","קולון, יוסף בן שלמה",,,קרימונה,שטז,,
37535,1556,"תשב""ץ",שמשון בן צדוק,,,קרימונה,שטז,,
38110,1556,עמודי גולה,"יצחק בן יוסף, מקורביל",,,קרימונה,שטז,,
42594,1760,תשב״ץ,שמשון בן צדוק,Tashbatz,Shimon ben Tzadok,קרימונא,תקכ,Kermaniah,
14407,1861,"י""ב דרשות לריב""א","מסינג, יוסף בן אהרן",Yub Beis Derashos L'Rivah,Yosef Massing,קרוטושין,תרכא,Krotoszyn,
6787,1855,מאזניים למשפט ומשנה אחרונה - חלק א,"קלישר, צבי הירש בן שלמה, 1795-1874",Moznayim le-mishpat veMishnah Achronah Vol 1,"Kalischer, Zevi Hirsch,",קרוטושין,תרטו,Krotoszyn,
6788,1855,מאזניים למשפט ומשנה אחרונה - חלק ב,"קלישר, צבי הירש בן שלמה, 1795-1874",Moznayim le-mishpat veMishnah Achronah Vol 2,"Kalischer, Zevi Hirsch,",קרוטושין,תרטו,Krotoszyn,
51019,1855,דבר שמואל,"מנדלסון, שמואל בן מנחם הלוי",,,קרוטושין,5615,,
6918,1852,בגדי שרד,דוד שלמה בן ירחמיאל אייבשיץ,Bigdei Sherad,Dov Shlomo Eibishitz,קרוטושין,תריב,Krotoszyn,
6215,1851,דברי חיים,יצחק איצק בן חיים אוירבאך,Divrei Chaim,"Aurbach, Yitzhak Isaac",קרוטושין,תריא,Krotoszyn,
51005,1851,דברי חיים,"אויערבאך, יצחק איצק בן חיים",,,קרוטושין,5611,,
6751,1842,אבן בוחן,"קלישר, צבי הירש בן שלמה, 1795-1874",Even Bochen,Tzvi Hersh Ben Shlomo Kalisher,קרוטושין,תרב,Krotoszyn,
37580,1840,קול ששון,"רפאל בר""י פירשטענטהאל",,,קרוטושין,תר,,
6767,1835,דברי משפט,"אויערבאך, חיים בן יצחק איצק",Divre mishpat,"Oyerbakh, Hayim,",קרוטושין,תקצה,Krotoszyn,
11294,1835,דברי משפט,"אויערבאך, חיים בן יצחק איצק",Divrei Mishpat,Chaim ben Yitzhak Aurbach,קרוטושין,תקצה,Krotoszyn,
3329,1834,בית מנחם - אם לבינה,"קמלהר, יקותיאל אריה, 1871-1937",Bais Menachem,"Seminar, Zechariah",קרוטושין,תקצד,Krotoszyn,
7445,1903,ספר העתים,"יהודה בן ברזלי, הברצלוני",haItim,Yehudah ben Barzilah,קרארא,תרסג,Krakow,
11242,1900,"העתים [ע""פ עתים לבינה]",יהודה אלברצלוני,Ha'itim [al pi Itim L'Binah],Yehudah Albertzeloni,קראקוב,תרס,,
4637,1886,"לוח ארז [ב""ח]",יצחק קונשטאדט,Luah erez (2 Vols),"Kunstadt, Isaac ben Eliezer Lipman,",קראקא טשערנאוויץ,תרמו תרמז,Krakow,
4213,1641,אהבת השם,ידידיה בן אברהם ישראל,Ahavas haShem,Yedidiah Gotleib,קראקא  לובלין,תא תה,Krakow,
15487,1631,סליחה לקדושים,"שפירא, נתן נטע בן שלמה, 1585-1633",Selicha L'Kedoshim,Shapiro Nosson Notah ben Shlomo,קראקא,שצא,,
26880,1914,מחזיק ברכה,"כץ, אהרן",,,קראקא,תרעד,,
10141,1913,"המפלפל - 1913 תרע""ג",,HaMefalfel 1913,HaMefalfel,קראקא,תרעג,,
16825,1913,ה מפלפל  Vol. 1 No. 1 5673,"ראק, מאיר",,,קראקא,תרעג,,
16826,1913,ה מפלפל  Vol. 1 No. 2 5673,"ראק, מאיר",,,קראקא,תרעג,,
30232,1913,בית יעקב,"היבשר, יעקב מברלין",,,קראקא,תרעג,,
31596,1913,דברי מנחם,"פרידמן, מנחם נחום, משטיפנשט",,,קראקא,תרעג,,
5017,1912,צפנת פענח,"טוב עלם, יוסף בן אליעזר",Tsafnat paneah,Yosef haSefardi,קראקא,תרעב,Krakow,
25719,1912,יד יקותיאל,"דמביצר, יקותיאל זלמן",,,קראקא,תרעב,,
28066,1912,קסת הסופר,"מרקוס, אהרן, 1843-1916",,,קראקא,תרעב,,
28994,1912,תוספתא לפי סדר המשניות,"שורץ, אריה, 1846-1931",,,קראקא,תרעב,,
32413,1912,פלפולא חריפתא,"טיכר, צבי אלימלך בן יוסף משה",,,קראקא,תרעב,,
4347,1911,דבש וחלב,"קרנגיל, מנחם מנדל",Devash ve-halav,"Krengel, Menahem Mendel,",קראקא,תרעא,Krakow,
24229,1910,דבר מאיר,"רוק, מאיר",,,קראקא,תרע,,
13755,1908,מעשה טוביה - חלק א,"כץ, טוביה בן משה, 1652-1729",Maaseh Tuviah,Tuviah haRofe,קראקא,תרסח,Krakow,
24479,1908,אור לישרים,"הזנלויף, צבי הירש",,,קראקא,תרסח,,
28204,1908,שאילתות דרב אחאי גאון - בראשית,"אחאי, משבחא, גאון, 680-752",,,קראקא,תרסח,,
31589,1908,דברי חכמים,"מישעל, וואלף (ד""ר)",,,קראקא,תרסח,,
26032,1907,כתבי שמואל,"ולדברג, שמואל",,,קראקא,תרסז,,
28860,1907,טוב טעם,"וינקלר, מיכאל שלום",,,קראקא,תרסז,,
29450,1907,דבר בעתו,"אייזנברגר, מאיר ב""ר זאב",,,קראקא,תרסז,,
4301,1906,אשכול ענבים,"כץ, שאול בן יחזקאל",Eshkol Anovim,Shaul Katz (Greenfield),קראקא,תרסו,Cracow,
7507,1906,משנה כסף - חלק ב,"כספי, יוסף בן אבא מארי, 1280-1340",Mishneh kesef Vol 2,"Ibn Kaspi, Yosef",קראקא,תרסו,Krakow,
26381,1906,מדרש חכמים,"מלר, מנחם אליעזר בן יצחק אשר, 1842-1922",,,קראקא,תרסו,,
26482,1906,מחצית השקל,"קלין, שמואל בן נטע, 1724-1806",,,קראקא,תרסו,,
33452,1906,אמרות שלמה,"וילף, שלמה, 1840-1930",,,קראקא,תרסו,,
4342,1905,דברי שאול,"שאול, מלויטן בך",Divrei Shaul,"Lutbach, Shaul",קראקא,תרסה,Krakow,
8485,1905,סדר הגדה של פסח עם תרגום פולני,"שפיצר, שלמה",Seder Hagadah shel Pesach im Targum Polni,"Spitzer, Shlomo",קראקא,תרסה,Krakow,
15702,1905,זבחי רצון,"פרנקל, שרגא פיבוש בן מתתיהו",Zivchei Ratzon,Shraga Feivel Frankel,קראקא,תרסה,Krakow,
28198,1905,"רש""י על התורה - זכור לאברהם","ברלינר, אברהם, 1833-1915",,,קראקא,תרסה,,
4531,1904,אוהל יוסף שנאטיך,"שניטוך, יוסף בן מאיר",Ohel Yosef Shenotich,"Shenotich, Yosef",קראקא,תרסד,Cracow,
4713,1904,לקט יוסף [חידושי התורה],יוסף גינצבורג,Leket Yosef,"Ginsburg, Yosef",קראקא,תרסד,Cracow,
24409,1904,אוהל יוסף שנאטיך,"שניטוך, יוסף בן מאיר",,,קראקא,תרסד,,
25514,1904,חידושי התורה,"גינצבורג, יוסף בן מרדכי, -1715",,,קראקא,תרסד,,
5037,1903,ענף עץ אבות,"כהנא, שמואל זינויל בן משה שמחה",Anaf Eitz Avos,"Kahane, Shmuel Zunvil",קראקא,תרסג,Krakow,
5310,1903,אות ברית,"כהן, שמואל בן צבי",Ois Bris,Shmuel Cohen,קראקא,תרסג,Krakow,
13876,1903,אוה למושב,"דוקס, יחזקאל",Oih laMoshev,Yechezkel Duchas,קראקא,תרסג,Krakow,
20155,1903,מדרש אגדת בראשית,מדרש אגדת בראשית.,,,קראקא,תרסג,,
22398,1903,ענף עץ אבות,"כהנא, שמואל זינויל בן משה שמחה",,,קראקא,תרסג,,
22403,1903,קריה נשגבה,"בובר, שלמה, 1827-1906",,,קראקא,תרסג,,
37167,1903,פרטי כל המשא ומתן של קונגרס־הרבני הראשון,,,,קראקא,תרסג,,
37591,1903,אוה למושב,"דוקס, יחזקאל",,,קראקא,תרסג,,
39065,1903,פרטי כל המשא ומתן של קונגרס־הרבני הראשון,,,,קראקא,תרסג,,
4177,1902,אמרי יהודה,"קלין, מרדכי ליב",Imrei Yehudah,Mordechai Leib Klein,קראקא,תרסב,Krakow,
17433,1902,יגדיל תורה No. 2 5662,,,,קראקא,תרסב,,
30001,1902,עיר דובנא ורבניה,"פסס, פינחס בן ישעיה",,,קראקא,תרסב,,
31644,1902,דרכי יושר,"שרף, משה יעקב יקל",,,קראקא,תרסב,,
14069,1901,דברים עתיקים,"וטשטין, פיבל הירש",Devorim Atikim,Feivel Hirsch Weitstein,קראקא,תרסא,Krakow,
17887,1901,שערי דמעות,"קרנגיל, מנחם מנדל",,,קראקא,תרסא,,
32692,1901,תוספתא לפי סדר המשניות-מסכת חולין,"שורץ, אריה, 1846-1931",,,קראקא,תרסא,,
37274,1901,תולדות בני ישראל ומצבם המדיני והחמרי בנפות איטליה,"טדסקי, יצחק רפאל, אשכנזי",,,קראקא,תרסא,,
14803,1900,חליפת מכתבים,"וטשטין, פיבל הירש",Chalifas Michtavim-Weitznadler,A.Y. Weisnfeld,קראקא,תרס,Krakow,
27808,1900,פרי עץ הדר,"מרקוס, שלמה",,,קראקא,תרס,,
24172,1899,בשורת אליהו,"אליהו בן אברהם שלמה, הכהן, 1659-1729",,,קראקא,תרנט,,
29687,1899,תרופת מעשי ער ואונן,"נימן, משה שמואל, 1769-1831",,,קראקא,תרנט,,
31580,1899,דבר בעתו,"לוין, אהרן",,,קראקא,תרנט,,
10193,1898,"אהל מועד - 1898-1901 תרנ""ח-תרס""א",,Ohel Moed 1898-1901,Ohel Moed,קראקא,תרנח - תרסא,,
5110,1897,טירת כסף [דברי שיר],"קרנגיל, מנחם מנדל",Tiras Kesef,"Krengel, Menahem Mendel,",קראקא,תרנז,Cracow,
20150,1897,אגדת אסתר,"בובר, שלמה, 1827-1906",,,קראקא,תרנז,,
25663,1897,חרוזי פנינים,"ארינשטיין, יצחק ראובן",,,קראקא,תרנז,,
26239,1897,מאמר אבוחאמד אלגזאלי,"אלע’זאלי, מחמד בן מחמד",,,קראקא,תרנז,,
29248,1897,אהבת ציון - גיטין,"קלין, יוסף בן שמואל עקיבא",,,קראקא,תרנז,,
32077,1897,מעון אריה,"ריכנברג, מנחם אריה בן שלמה נפתלי",,,קראקא,תרנז,,
42567,1897,שלחן ערוך מטור חשן המשפט,"קארו,יוסף בן אפרים,",,,קראקא,תרנז,,
4008,1896,שערי גאולה,"מנחם מאנדל ב""ר יוסף פנחס קרענגיל",Shaare geulah,"Krengel, Menahem Mendel,",קראקא,תרנו,Krakow,
8419,1896,הגדה של פסח עם תרגום בפולנית,"שפיטצער, שלמה",Hagadah shel Pesach im Targum B'Polnish,"Spitzer, Shlomo",קראקא,תרנו,Krakow,
20145,1896,אלפא ביתא דבן סירא,אלפא ביתא דבן סירא.,,,קראקא,תרנו,,
27098,1896,מעשיות פליאות,"שנקל, אלעזר בן יעקב, 1865-1940",,,קראקא,תרנו,,
29048,1896,תורת ישראל,"קרסוצקי, ישראל זאב בן נחמיה גרשון",,,קראקא,תרנו,,
29602,1896,מימי הדעת,"דמביצר, משה יעקב",,,קראקא,תרנו,,
30976,1896,דברי האגרת,"יואל בן יהודה זלקי, מגלוגאו",,,קראקא,תרנו,,
30977,1896,יון מצולה,"הנובר, נתן נטע בן משה, 1620-1683",,,קראקא,תרנו,,
31701,1896,זהרי חמה,"צינגר, יצחק",,,קראקא,תרנו,,
31787,1896,החסיד והמשכיל,"גלברט, ישראל בן מרדכי",,,קראקא,תרנו,,
31832,1896,ילקוט דוד,"רבינוביץ-תאומים, אליהו דוד בן בנימין, 1845-1905",,,קראקא,תרנו,,
32106,1896,מעשיות נוראים ונפלאים,"שנקל, אלעזר בן יעקב, 1865-1940",,,קראקא,תרנו,,
33455,1896,חוקת הזבח,"לוין, יעקב, שו""ב",,,קראקא,תרנו,,
33496,1896,יפה לבדיקה,"לוין, יעקב, שו""ב",,,קראקא,תרנו,,
34714,1896,חובת נשים,"דיק, איזיק מאיר, 1814-1893",,,קראקא,תרנו,,
36749,1896,שלחן ערוך אורח חיים - יידיש,"שיק, שלמה צבי,",,,קראקא,תרנו,,
