Title,Manifest,Archive,Fond,Reference Number,Language,Creation Date,Place of Origin,Geographical Names,Surnames,Notes,Tags
Uniwersał podskarbiego do kahału włodzimierskiego w sprawie Żydów łokackich,"Franciszek Maksymilan Ossoliński w związku ze skargą Żydów łokackich na niesprawiedliwy dyspartyment, w którym nakazano gminie łokackiej płacić do skarbu koronnego 1340 złp, podczas gdy sam Włodzimierz wnosił mniejszą kwotę, nakazuje aby Żydów łokackich w następnych dyspartymentach nie obciążano kwotą większą niż 800 złp, pod groźbą wydania asygnacji skarbowej bezpośrednio do starszych ziemskich i pozwu do trybunału skarbowego.",Diaspora Research Center Tel Aviv,Raphael Mahler collection P-66,"Diaspora Research Center, P-66, 927, 157-2, s. 23",Polish,12.02.1733,Warszawa,"Lokachi, Volodymyr-Volynsky (Włodzimierz Wołyński), Warsaw (Warszawa)",Ossoliński Franciszek Maksymilian,"Odpis Raphaela Mahlera z AGAD [oryginał zniszczony w II wojnie światowej] na podstawie ASK, rkps 2, k. 319.","dyspartyment (taryfa), uniwersał, ziemstwo wołyńskie"
Pozew do trybunału radomskiego przeciwko starszym hrubieszowskim w sprawie niezrealizowania asygnacji,"Józef Russyan podczaszy latyczowski, towarzysz chorągwi pancernej Franciszka Salezego Potockiego
krajczego wielkiego koronnego, starosty hrubieszowskiego pozywa do trybunału skarbowego w Radomiu starszych hrubieszowskich Wolfa Nochymowicza Pietruszkę, Icka Łuckiego Aronowicza i cały kahał hrubieszowski w sprawie odmowy wypłacania asygnacji skarbowej, wystawionej na zapłacenie hiberny dla w/w chorągwi zgodnie z dyspozycją starszych ziemskich chełmskich oraz zamiast tego wniesienia przeciwko niemu niesprawiedliwego pozwu do trybunału skarbowego w Radomiu.",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 146, s. 239r-240r",Latin,28.04.1749,Radom,"Chełm (Chelm), Hrubieszow (Hrubieszów), Radom","Icek Łucki Aronowicz, Potocki Franciszek Salezy, Russyan Józef, Wolf Nochymowicz Pietruszka",,"asygnacja, chorągiew pancerna, manifestacja, trybunał skarbowy radomski, ziemstwo chełmsko-bełskie"
Mandate by Jan III Sobieski appointing a commission to consider the matters and debts of the land elders of Wielkopolska,"Mandate by King Jan III Sobieski appointing a commission composed of: Franciszek Gałecki the Castellan of Kalisz, Andrzej Modlibowski, a land judge of Kalisz, Franciszek Miaskowski, a notary of the castle court of Konin, Maciej Konstanty Waliszewski, a land scribe of Sieradz, Wojciech Molski, a land scribe of Kalisz, Stanisław Walichnowski the Wojski of Wieluń. The Commission is to come to Kalisz and examine the matter of debts of the land elders of Wielkopolska.",The Lviv National Vasyl Stefanyk Scientific Library of Ukraine,Archive of Sapieha Family from Krasiczyn (Fond 103),"Lwowska Bibl. Naukowa im. Stefanyka fond 103, op. 1, d. 6466, s. 1rv",Polish,25.10.1694,Warszawa,"Greater Poland, Kalisz, Warsaw (Warszawa)","Dönhoff Franciszek Michał, Gałecki Franciszek, Jan III Sobieski, Miaskowski Franciszek, Modlibowski Andrzej, Molski Wojciech, Walichnowski Stanisław, Waliszewski Maciej Konstanty","Former Ossolineum, Archiwum Krasiczyńskie. Akta sądowe Sapiehów i in. (dotyczące m.in. dóbr Lachowce), teka 25, plik 6466 http://bazy.oss.wroc.pl/kzc/wyniki_pl.php?RL-006516","komisja, zadłużenie (długi), ziemstwo wielkopolskie"
Ordynans podskarbiego koronnego do starszych koronnych w sprawie Biłgoraja,"Franciszek Maksymilian Ossoliński podskarbi wielki koronny nakazuje starszym ziemskim koronnym, aby jak najszybciej dorowadzili do zgody starszych Ordynacji Zamojskiej z Żydami z Biłgoraja, którzy próbowali się uwolnić spod jurysdykcji ziemstwa ordynacji i narazili starszych ziemskich na znaczne straty, a przy tym utrudnili zbieranie podatku na potrzeby wojska.",Diaspora Research Center Tel Aviv,Raphael Mahler collection P-66,"Diaspora Research Center, P-66, 927, 157-2, s. 19, 21",Polish,08.02.1733,Warszawa,"Bilgoraj (Biłgoraj), Warsaw (Warszawa)",Ossoliński Franciszek Maksymilian,,ziemstwo ordynacji zamojskiej
Suplika Czudyka Szmujłowicza w sprawie pogłównego Żydów samborskich,"Czudyk Szmujłowicz prosi prawdopodobnie podskarbiego koronnego o nie akceptowanie dyspartymentu pogłównego dla powiatu samborskiego. Twierdzi, że powinien być układany przez dwóch delegaów z powiatu samborskiego, dwóch delegatów powiatu przemyskiego i rabina przemyskiego. Natomiast Żydzi okręgu przemyskiego potajemnie ułożyli niesprawiedliwy dyspartyment, m.in. Sambor miał płacić 600 złp pogłównego, podczas gdy wcześniej nie płacił więcej niż 300. Ostrzega, że z powodu rozłożenia podatku głównie na ubogich Żydów deputaci z asygnacjamii skarbowymi nie będą w stanie pobrać podatku.",Diaspora Research Center Tel Aviv,Raphael Mahler collection P-66,"Diaspora Research Center, P-66, 927, 157-2, s. 13, 15",Polish,27.09.1733,Sambor,"Przemyśl, Sambir","Czudyk Szmujłowicz, Ossoliński Franciszek Maksymilian",,"dyspartyment (taryfa), ziemstwo przemyskie (okręg)"
Manifestacja deputata chorągwi przeciw Żydom z Makarowa i innym,"Jakub Pliszcz Jerlicz skarbnik [?] smoleński, towarzysz i deputat chorągwi pancernej [Michała] Łosia kasztelana kamienieckiego manifestuje przeciw Antoniemu Lubomirskiemu strażnikowi wielkiemu koronnemu, Janowi (lub innego imienia) Zawadyńskiemu komisarzowi Makarowa oraz arendarzom i Żydom makarowskim, a także Mikołajowi Potockiemu staroście kaniowskiemu, Moszkowi arendarzowi starostwa kaniowskiego i wszystkim Żydom tegoż starostwa, jak również braciom Stanisławowi, Aleksandrowi wojskiemu kijowskiemu, Józefowi i Antoniemu Miecielskim [Mycielskim] dziedzicom dóbr Motowidłowki i tamtejszym arendarzom w sprawie niewypłacenia asygnacji wydanej przez podskarbiego Sedlnickiego 18 X 1750 r. na pogłówne żydowskiego na podstawie dyspartymentu starszych ostrogskich.",Central State Historical Archives of Ukraine in Kyiv,Zhytomyr castle court files (Księgi grodzkie żytomierskie),"CGIA Kijów, Fond 11,op. 1, sp. 42, s. 1291v-1292v",Polish,15.05.1751,Żytomierz,"Kaniv (Ukraine), Makariv (Ukraine), Motowyliwka (Ukraine), Ostroh (Ostróg), Zhytomyr","Jerlicz Pliszcz Jakub, Lubomirski Antoni, Mycielski Aleksander, Mycielski Antoni, Mycielski Józef, Mycielski Stanisław, Potocki Mikolaj, Zawadyński Jan, Łoś Michał",,manifestacja
Manifestacja deputata chorągwi przeciw starszym ostrogskim,"Dominik Żurawski towarzysz chorągwi pancernej [Michała] Łosia kasztelana kamienieckiego przeciw starszym ostrowskim [ostrogskim], którzy w dyspartymencie na pogłówne żydowskie za rok 1749 wyznaczyli dobra wieś Korczyn z przyległościami z kwotą 333 złp, jednakże deputata mimo pytania tych dóbr nie był w stanie znaleźć.",Central State Historical Archives of Ukraine in Kyiv,Zhytomyr castle court files (Księgi grodzkie żytomierskie),"CGIA Kijów, Fond 11, op. 1, sp. 42, s. 169rv",Polish,18.03.1750,Żytomierz,"Ostroh (Ostróg), Zhytomyr","Łoś Michał, Żurawski Dominik",,"asygnacja, manifestacja"
Testimony by the elders of Volhynia regarding the delegates to the Four Lands’ Council congress,The elders of the Volhynia voivodship testify that those selected to act as their plenipotentiaries at the congress of the Crown elders in Przeworsk are Icko Ewuzarowicz of Krzemieniec and Aron Zelik of Ostróg.,Central State Historical Archives of Ukraine in Kyiv,Wlodzimierz castle court files (Księgi grodzkie włodzimierskie),"CGIA Kijów, Fond 28 [Włodzimierskie Gr.], op.1, s. 517rv",Russian,26.08.1666,Włodzimierz  Wołyński,"Kremenets, Ostroh (Ostróg), Przeworsk, Volodymyr-Volynsky (Włodzimierz Wołyński)","Aron Zelik, Ban Abramowicz, Icko Ewuzarowicz, Josko Moskowicz, Jowel Lejzerowicz, Lejba Joskowicz, Majer Joskowicz, Wyszpolski Stefan","Published: Sejm Czterech Ziem. Źródła, do druku przygotowali J. Goldberg i A. Kaźmierczyk, Wydawnictwo Sejmowe, Warszawa 2011, s. 194-195. S. A. Berszadskij, Matieriały dla istorii Jewriejew w Jugo-Zapadnij Rossii i Litwi, „Jewriejskaja Bibliotieka”, t. 8 (1880), cz. 18, s. 3.","sejm żydowski (kongres), ziemstwo wołyńskie"
Manifestacja starszych chełmskich przeciwko deputatowi chorągwi pancernej,"Daniel Janaszewicz syndyk i Wulf Habelowicz poborca, starsi chełmscy manifestują przeciwko [Józefowi] Russianowi [Rusyanowi] podczaszemu latyczowskiemu, towarzyszowi chorągwi pancernej Franciszka Salezego Potockiego krajczego wielkiego koronnego i starosty hrubieszowskiego (dziedzica Krystynopolu i Tartakowa) względem asygnacji ze skarbu koronnego. Zgodnie z dyspartymentem starszych ziemskich chełmskich [chełmsko-bełskich] Żydzi z miasta Chełma mieli wypłacić sumę 327 złp i 6 gr, natomiast deputat żądał bezprawnie wypłacenia kwoty w czerwonych złotych (rachując je po 17 złp) oraz naraził na koszty i straty na pokrycie wydatków na niego i służbę (8 koni).  Manifestanci składają do depozytu urzędu grodzkiego chełmskiego zaległą sumę 327 złp i 6 gr oraz drugą sumę 10 złp i 27 gr (względem pensji czyli groszowego),  w czerwonych złotych (rachując je po 18 złp) i 14 złp, 3 gr w monecie srebrnej, i 1 szeląg.",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 146, s. 159v-160v",Latin,17.04.1749,Chełm,"Chełm (Chelm), Czerwonogród (Krystynopol), Hrubieszow (Hrubieszów), Latyczów, Tartakiv (Ukraine)","Daniel Januszewicz, Russyan Józef, Wulf Habelowicz",,"chorągiew pancerna, dyspartyment (taryfa), manifestacja, ziemstwo chełmsko-bełskie"
Manifestacja deputata chorągwi przeciw starszym wołyńskim,"Marcin Ilnicki towarzysz chorągwi pancernej Olszańskiego podkomorzego łuckiego manifestuje w sprawie niemożności realizacji wystawionej asygnacji skarbowej dla chorągwi. Starsi wołyńscy nie wykonali wyroku trybunału skarbowego z 17 VI 1749 r., zgodnie z którym mieli zjechać (bądź wysłać symplarzów) do kahałów na pograniczu w Wielkim Księstwem Litewskim i ustanowić dyspartyment, w związku z tym skarb koronny wydał asygnacje na podstawie ich dyspozycji i gdy deputat zjechał do Owrucza, Welednik, Norzyska, Narodycz, Czarrnobyla, nie odebrał wyznaczonej w asygnacji kwoty.",Central State Historical Archives of Ukraine in Kyiv,Zhytomyr castle court files (Księgi grodzkie żytomierskie),"CGIA Kijów, Fond 11, op. 1, sp. 42, s. 106v-107v",Polish,05.03.1750,Żytomierz,"Chernobyl, Ovruch, Zhytomyr","Ilnicki Marcin, Olszański",,"manifestacja, ziemstwo wołyńskie"
Manifestacja Żydów powiatu samborskiego przeciw rabinom i starszym ziemskim okręgu przemyskiego,"Abram Majorowicz syndyk powiatu samborskiego, Icko Herszlowicz, Jakub Michałowicz mieszkańcy Husakowa i Abram Koplowicz z Starej Soli w imieniu swoim i wszystkich Żydów powiatu samborskiego manifestują w sądzie kapturowym ziemi przemyskiej przeciw rabinom i starszym powiatu przemyskiego, którzy ośmielili się wbrew prawu i zwyczajowi ustanawiać dyspozycje bez starszych z powiatu samborskiego. Manifestujący twierdzili, że zgodnie ze zwyczajem dyspozycje powinny być uchwalane przez po dwóch starszych z obu powiatów i rabina przemyskiego.",Diaspora Research Center Tel Aviv,Raphael Mahler collection P-66,"Diaspora Research Center, P-66, 927, 157-2, s. 11",Latin,1733 - 31.12.1733,Przemyśl,"Husaków, Przemyśl, Sambir, Stara Sil","Abram Koplowicz, Abram Majorowicz, Icko Herszkowicz, Jakub Michałowicz",,"manifestacja, ziemstwo przemyskie (okręg)"
Pozew do trybunału skarbowego dla arendarzy starostwa romanowskiego,"Andrzej Wegierski miecznik kaliski, pułkownik JKM wraz z całą swoją chorągwią lekką pozywają do trybunału skarbowego radomskiego Abrama Szlomowicza arendarza starostwa romanowskiego (Romanówka) i pozostałych arendarzy w tym starostwie w sprawie niewykonania dekretu trybunału skarbowego radomskiego i niewypłacenia pogłównego żydowskiego w wysokości 82 złp wraz z przysądzonymi grzywnami.",Central State Historical Archives of Ukraine in Kyiv,Zhytomyr castle court files (Księgi grodzkie żytomierskie),"CGIA Kijów, Fond 11, op. 1, sp. 41, s. 864v, 865r",Polish,12.02.1749,Radom,Zhytomyr,"Abram Szlomowicz, Węgierski Andrzej",,"pozew, trybunał skarbowy radomski"
Manifestacja deputata wojskowego przeciw gminie w Ostrogu,"Franciszek Kamiński towarzysz i deputat chorągwi lekkiej Adama Steckiego łowczego kijowskiego manifestuje przeciw rabinowi i gminie w Ostrogu, którzy wbrew swojej asekuracji nie wypłacili 500 złp o odwołując się do wcześniejszej manifestacji z 1744 r. protestował przeciw niewypłaceniu zaległego pogłównego żydowskiego.",Central State Historical Archives of Ukraine in Kyiv,Zhytomyr castle court files (Księgi grodzkie żytomierskie),"CGIA Kijów, Fond 11, op. 1, sp. 38, s. 227v, 228r",Polish,14.04.1745,Żytomierz,"Ostroh (Ostróg), Zhytomyr","Kamiński Franciszek, Stecki Adam",,"asekuracja, manifestacja, pogłówne"
"First draft of the letter by Barbara Sanguszko to Karol Odrowąż Sedlnicki, Treasurer of the Crown","Barbara Sanguszkowa asks the Treasurer of the Crown to settle the complaints made by her Jewish tenants to the land elders and intercedes for the imprisoned rabbi of Krzemieniec and for the land elder of Tarnów, Haskel.",The National Archives in Krakow,Archive of Sanguszko family,"ANKr, ASang., hr tarn. 182, s. 33-34.",Polish,01.08.1758,Zasław,"Iziaslav (Ukraine), Kremenets, Tarnow","Haszkiel Wolfowicz, Ratajewicz Jacek, Sanguszko Barbara, Sedlnicki Karol Odrowąż","Published: Sejm Czterech Ziem. Źródła, do druku przygotowali J. Goldberg i A. Kaźmierczyk, Wydawnictwo Sejmowe, Warszawa 2011, s. 384.",korespondencja
Manifestacja deputata wojskowego przeciw kahałowi ostrogskiemu,"Franciszek Kamiński towarzysz i deputat chorągwi lekkiej Adama Steckiego łowczego kijowskiego manifestuje przeciw rabinowi i gminie w Ostrogu, którzy wydali asygnację na zaległe pogłówne żydowskie do miasteczek i wsie należących jakoby do ich jurysdykcji, w wyniku czego poniósł koszta na 800 złp, a tylko niektóre wioski udało mu się znaleźć.",Central State Historical Archives of Ukraine in Kyiv,Zhytomyr castle court files (Księgi grodzkie żytomierskie),"CGIA Kijów, Fond 11, op. 1, sp. 37, s. 278rv",Polish,15.05.1744,Żytomierz,"Ostroh (Ostróg), Zhytomyr","Kamiński Franciszek, Stecki Adam",,"asygnacja, manifestacja, pogłówne"
Pozew do trybunału skarbowego radomskiego dla Żydów z Korosteszowa,"Relacja położenia pozwu do trybunału skarbowego radomskiego dla Mendla, Lejby, Zoroha starszych  i pozostałych Żydów z Korosteszowa w województwie kijowskim z oskarżenia Andrzeja Jana Olszowskiego łowczego koronnego, starosty wieluńskiego, pułkownika JKM i deputata na trybunał skarbowy w sprawie  o niezapłacenie asygnacji marszałka konfederacji Stanisława Ledóchowskiego podkomorzego krzemienieckiego na 150 złp z powtórnego pogłównego żydowskiego.",Central State Historical Archives of Ukraine in Kyiv,Zhytomyr castle court files (Księgi grodzkie żytomierskie),"CGIA Kijów, Fond 11, op. 1, sp. 22, s. 183v-184v",Polish,1718 - 03.03.1718,Radom,"Korostyshiv (Ukraine), Radom, Zhytomyr",Olszowski Andrzej Jan,,"asygnacja, pozew, trybunał skarbowy radomski"
Asekuracja starszych ziemskich i starszych kaliskich w sprawie długu 4000 talarów,"Iciek Lewkowicz, Joachim Jelonkowicz, Iciek Szneier, Łachman Jelonkowicz, Mojżesz Asier, Mojżesz Aleksandrowicz, Abram Jakubowicz, Lazar Jakubowicz, Juda Wulfowicz, Abram Lazarek i Lewko Kobeliński, podpsiani jako starszy prowincjoalni i starsi kaliscy (senior provicionalis et ... subseniores in civitate Calisch) w imieniu Żydów kaliskich zobowiązują się zwrócić zaciągnięty dług 4,000 talarów Georgowi de Nuss Dynastae kupcowi wrocławskiemu, płacąc w czterech ratach (w trakcie jarmarków) po 250 talarów wraz z prowizją 6%.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 319, s. 238r-239r [Rel. 71, s. 325-327]",Latin,,Wrocław,"Kalisz, Wroclaw (Wrocław)","Abram Jakubowicz, Abram Lazarek, Dynasta de Nuss Georg, Iciek Lewkowicz, Iciek Szneier, Iciek Zelek, Joachim Jelonkowicz, Juda Wulfowicz, Lazar Jakubowicz, Lewek Kobeliński, Mojżesz Aleksandrowicz, Mojżesz Asier, Łachman Jelonkowicz",Oblatował 14 III 1713 w aktach grodzkich kaliskich Iciek Zelek starszy ziemski wielkopolski.,"asekuracja, zadłużenie (długi)"
Pismo Marka Judowicza marszałka województwa podolskiego,"Marek Judowicz z Husiatynia (Usiatyna) oświadcza, że mając plenipotencję Żydów podolskich na zawarcie ugody z Żydami ruskimi, zgodził się na następujące warunki: przez sześć lat, tj. od 1730 do 1737, Żydzi podolscy będą wnosić do skarbu koronego 13 tys. złp pogłównego, natomiast nie będą płacić żadnych podatków i opłat do Żydów ruskich, a po upływie tych lat albo zawrą nową ugodę ze starszymi ziemskimi ruskimi, albo rozsądzą się przed generalnymi symplarzami Żydów koronnych i będą płacić pogłówne według ich rozporządzenia. Jednocześnie oświadcza, że wszelkie pisma z sejmu jarosławskiego znajdujące się w rękach Żydów ruskich są nieważne, a także kasuje wszelkie manifestacje zaniesione w tej sprawie.",Diaspora Research Center Tel Aviv,Raphael Mahler collection P-66,"Diaspora Research Center, P-66, 927, 157-2, s. 3",Polish,29.03.1731,Brody,"Brody, Husiatyn, Podolia (Podole)",Marek Judowicz,,"ziemstwo podolskie, ziemstwo ruskie"
Wykazy dokumentów do sprawy długu ziemstwa ruskiego,"Opis pretensji w procesie (meritum causae conventus Buscensis..., istota sporu) konwentu dominikańskiego w Busku z kahałami prowincji ruskiej (ziemstwa ruskiego) w sprawie sumy 11,000 złp wraz z prowizjami (s. 28r-29r) oraz summariusz dokumentów w tej sprawie (s. 34rv) z 17 X 1780 r.",Central State Historical Archives of Ukraine in Lviv,Galizische Finanz-Prokuratur in Lemberg,"CGIA Lwów, Fond 159, op. 1, sp. 770, s. 2r-29r, 34rv",Latin,1780 - 17.10.1780,Lwów,"Busk, Lviv (Lwów)",,,"kościół katolicki, zadłużenie (długi), ziemstwo ruskie"
